text,labels
즐거움을 주는,Love
즐거움이,Love
즐거움이 큼을,Love
즐거워,Love
즐거워하다,Love
즐거워하지 아니하다,Anger
즐거워하지 아니함,Anger
즐거워한다는,Love
즐거워한다는 뜻으로,Love
즐거워함,Love
즐거음을 주는,Love
즐겁게,Love
즐겁게 누리거나,Love
즐겁게 여기다,Love
즐겁게 웃는,Love
즐겁게 지내다,Love
즐겁게 하거나,Love
즐겁게 하는,Love
즐겁게 하다,Love
즐겁게 함,Love
즐겁고,Love
즐겁고 기쁘게,Love
즐겁고 기쁘다,Love
즐겁고 기쁜,Love
즐겁고 상쾌하게,Love
즐겁고 상쾌한,Love
즐겁고 시원하여,Love
즐겁고 유쾌한,Love
즐겁고 좋은,Love
즐겁고 평화로움,Love
즐겁다,Love
즐겨,Love
즐겨 부를,Love
즐기고,Love
즐기기,Love
즐기기 위하여,Love
즐기는,Love
즐기는 마음,Love
즐기는 사람,Love
즐기는 생활,Love
즐기는 성향이,Love
즐기는 자리,Love
즐기다,Love
즐기며,Love
즐기며 놀리거나,Love
즐김,Love
증상을 치료하는,Happiness
증세가 나빠지도록,Anger
증오,Anger
증오감,Anger
증오심,Anger
증오하다,Anger
증오해,Anger
지겨워하다,Anger
지겹게,Anger
지겹게 여기다,Anger
지겹다,Anger
지겹도록,Anger
지경,Sadness
지극한 정성으로,Love
지극한 효자나,Happiness
지극할 정도로,Happiness
지근대다,Sadness
지긋지긋하고,Sadness
지긋지긋하고 진절머리,Sadness
지껄이는,Sadness
지껄이는 말을,Sadness
지껄이는 모양,Sadness
지껄이는 소리,Sadness
지껄이다,Sadness
지껄이며,Sadness
지나치거나,Sadness
지나치게,Sadness
지나치게 더럽고,Anger
지나치게 똑똑하다,Happiness
지나치게 민감하다,Sadness
지나치게 벗어나다,Sadness
지나치게 손상되어,Anger
지나치게 시기하다,Anger
지나치게 시기함,Anger
지나치게 심하다,Sadness
지나치게 탐하는,Sadness
지나치다,Sadness
지나친,Anger
지나친 데가,Sadness
지나친 성생활,Anger
지능이 부족하여,Sadness
지다,Sadness
지독하다,Anger
지독한,Sadness
지루,Sadness
지루하게,Sadness
지루하고,Sadness
지루하고 싫다,Sadness
지루하다,Sadness
지루하여,Sadness
지루한,Sadness
지루한 시합이나,Sadness
지루해져서,Sadness
지르는 고함,Sadness
지못미,Sadness
지방의 불량배가,Sadness
지속되지 아니하고,Sadness
지식과 경험을,Happiness
지식이 많고,Happiness
지옥,Anger
지위가 낮아지거나,Sadness
지위가 낮은,Sadness
지위가 높고,Happiness
지위를 얻지 못하다,Anger
지위를 얻지 못함,Anger
지위를 잃다,Anger
지저분하게,Anger
지저분하게 널려,Anger
지저분하게 늘어져,Anger
지저분하고,Anger
지저분하고 더럽다,Anger
지저분하다,Anger
지저분한,Anger
지저분한 모양,Anger
지저분함이 없이,Happiness
지적이고,Happiness
지적이다,Love
지적인,Love
지지,Sadness
지지 아니하고,Happiness
지쳐,Sadness
지쳐 있음을,Sadness
지쳐 피곤하다,Sadness
지쳐 피곤함,Sadness
지쳐 힘들다,Sadness
지쳐서,Sadness
지치거나,Sadness
지치고,Sadness
지친,Sadness
지켜야 할 도리,Happiness
지켜지지 않고,Sadness
지키지 못하고,Sadness
지키지 못하여,Sadness
지키지 않고,Sadness
지키지 않은,Sadness
지혜,Love
지혜가,Love
지혜가 계발되고,Happiness
지혜가 뛰어나다,Love
지혜가 뛰어남,Love
지혜가 많은,Love
지혜가 밝다,Love
지혜로,Love
지혜로부터,Love
지혜로써,Love
지혜로우며,Happiness
지혜로우며 점잖은,Happiness
지혜로운,Happiness
지혜롭고,Love
지혜롭고 밝은,Love
지혜롭다,Love
지혜를,Love
지혜를 성취함,Love
지혜를 아울러,Love
지혜를 얻어,Love
지혜와,Love
지혜의,Love
지혜의 힘,Love
지혜이다,Love
진국이다,Love
진귀하고,Love
진귀하고 맛있는,Love
진득하기 못하게,Sadness
진득하지 못하게,Sadness
진득하지 못하다,Sadness
진리,Happiness
진리를,Happiness
진리를 깨닫고자,Happiness
진리를 깨닫는,Happiness
진리를 깨달아,Love
진리를 깨달은,Happiness
진리를 밝힘,Happiness
진리를 증득,Happiness
진리와,Happiness
진리와 아름다움,Love
진물,Sadness
진물 따위가,Sadness
진물이,Sadness
진물이 괴어,Sadness
진물이 나오면서,Sadness
진물이 나와,Sadness
진물이 많이 나오면서,Sadness
진실,Happiness
진실된,Happiness
진실을,Happiness
진실하고,Happiness
진실하고 올바른,Happiness
진실하여,Happiness
진실한,Happiness
진실한 가르침,Happiness
진실한 도리,Happiness
진실한 마음으로,Happiness
진실한 의의,Happiness
진저리,Anger
진저리가,Anger
진저리가 나도록,Anger
진저리가 날,Anger
진절머리,Anger
진절머리 나는,Anger
진정되어,Happiness
진정하다,Happiness
진중하지 못한,Sadness
진지충,Sadness
진집을,Sadness
진집을 내는,Sadness
진집을 내다,Sadness
진취적,Happiness
진취적이다,Love
진취적인,Happiness
진행되는 병,Sadness
질겁,Sadness
질겁하다,Sadness
질기다,Neutral
질리다,Sadness
질림,Sadness
질병,Anger
질병을,Sadness
질병을 앓을,Anger
질병이,Anger
질병이 남아,Anger
질색,Anger
질색하다,Anger
질서 없이,Anger
질서가 없는,Sadness
질서가 없다,Sadness
질식시키거나,Sadness
질이 나쁘고,Anger
질질 끌다,Sadness
질질 울고,Sadness
질질거리다,Sadness
질투,Sadness
질투로,Sadness
질투심,Sadness
질투하다,Sadness
질환,Anger
질환의,Sadness
질환의 하나,Sadness
짐,Sadness
짐승을 죽이다,Sadness
집도 없음을,Sadness
집이 허술하여서,Sadness
집적거려,Anger
집적거리거나,Anger
집적집적,Anger
집적집적하다,Anger
집착을 버린,Happiness
짓궂게,Anger
짓궂게 굴거나,Anger
짓궂게 굴다,Anger
짓궂다,Anger
짓궂은,Anger
짓궂은 말이나,Anger
짓궃게,Anger
짓궃게 구는,Anger
짓궃게 굴거나,Anger
짓궃게 빈정거리는,Anger
짓궃게 빈정거리다,Anger
짓궃고,Anger
짓궃고 밉살스럽게,Anger
짓궃은,Anger
짓궃은 데가,Anger
짓궃은 말이나,Anger
짓눌러,Sadness
짓눌러서,Sadness
짓무르고,Sadness
짓무르다,Sadness
짓물러,Sadness
짓물러 아픈,Sadness
짓밟는,Sadness
짓밟는 모양,Sadness
짓밟다,Sadness
징그러운,Sadness
징그러울,Sadness
징그러울 때,Sadness
징그럽다,Sadness
징얼거리다,Sadness
징얼징얼,Sadness
징얼징얼하다,Sadness
징징거리다,Sadness
징징대다,Sadness
징징하다,Sadness
짖궂게,Anger
짖궂게 건드리는,Anger
짖궂게 건드리다,Anger
짖궂게 달라붙어,Anger
짖궂게 빈정거리는,Anger
짖궂게 빈정거리다,Anger
짖궂은,Anger
짖궂은 데가,Anger
짖궂은 말이나,Anger
짖궂은 행동이나,Anger
ㅉㅉ,Sadness
짜그라트리다,Sadness
짜르르대다,Sadness
짜릿하다,Happiness
짜이지 못하고,Sadness
짜증,Anger
짜증나는,Anger
짜증나다,Sadness
짜증난,Anger
짜증내다,Anger
짜증니 나는,Anger
짜증스럽다,Anger
짜증을,Anger
짜증을 내는,Anger
짜증을 내다,Anger
짜증을 내며,Anger
짜증이,Anger
짜증이 나거나,Anger
짜증이 나는,Anger
짜증이 날 때,Anger
짜지다,Sadness
짝남,Happiness
짝녀,Sadness
짤뚜룩대다,Sadness
짧다,Sadness
짭짭대다,Sadness
쩔쩔매거나,Anger
쩔쩔매는,Anger
쩔쩔매는 모양,Anger
쩔쩔맴을,Anger
쩝쩝대다,Anger
쪼들려서,Sadness
쪼들리게,Anger
쪼들리게 살림을,Anger
쪼들린,Anger
쪼들린 탓으로,Anger
쭈그러들게,Sadness
쭈그러들게 되다,Sadness
쭈그러들다,Sadness
쭈그러듦,Sadness
쭈그러져,Sadness
쭈그러져 볼품없이,Anger
쭈그러져 작아지다,Sadness
쭈그렁이,Sadness
쭈글쭈글한,Sadness
쭈글쭈글한 늙은이를,Sadness
찌그러져,Sadness
찌그러트리다,Sadness
찌꺼기,Sadness
찌꺼기 따위가,Sadness
찌들고,Sadness
찌르듯이,Sadness
찌푸리는,Sadness
찌푸리는 모양,Sadness
찐따,Sadness
찔찔대다,Sadness
찝쩍대다,Anger
찝찝하다,Anger
찡그리다,Sadness
찡찡대다,Sadness
찡찡이,Sadness
찡찡한,Sadness
찡찡한 사람을,Sadness
찢어져,Sadness
찢어져 어지럽게,Sadness
찢어진,Sadness
찢어진 곳을,Sadness
ㅊㅋ,Happiness
차가운 듯하다,Sadness
차가움을,Sadness
차가움을 느낄,Sadness
차거나 싫은,Sadness
차도남,Happiness
차도녀,Happiness
차리지 못하고,Sadness
차마,Sadness
차별 없이,Happiness
차분하지 못하고,Sadness
차분하지 못하여,Sadness
차분하지 않은,Sadness
차지 아니하여,Sadness
차지 아니하여서,Sadness
차지 않아,Sadness
착실하다,Love
착실하지 못하게,Anger
착실하지 못하고,Anger
착실하지 못하다,Anger
착실하지 못하며,Anger
착실하지 못하여,Anger
착실하지 않아,Anger
착실한,Love
착실한 맛,Happiness
착잡하거나,Anger
착잡하거나 언짢은,Anger
착착 달라붙을,Happiness
착취하여,Sadness
착하고,Love
착하고 평등한,Happiness
착하고 훌륭한,Love
착하다,Love
착하여,Love
착하여 도덕적,Love
착하지 못함을,Anger
착하지 않음을,Sadness
착한,Love
착한 마음을,Love
착한 벗이,Love
착한 사람을,Love
착한 체함을,Sadness
착한 행실을,Love
착함을 좋아하는,Love
찬 기운과,Sadness
찬 느낌이,Sadness
찬 태도로,Sadness
찬란하거나,Love
찬란하거나 화려하다,Love
찬란하거나 화려함,Love
찬란하다,Love
찬미하는,Love
찬미하는 노래,Love
찬미한,Love
찬미한 글,Love
찬사,Happiness
찬양,Love
찬양하는,Love
찬양하는 뜻으로,Love
찬양하다,Love
찬양함,Love
찬찬하고,Happiness
찬찬하다,Happiness
찬찬하며,Happiness
찬찬하며 실하게,Happiness
찬찬하지 못하거나,Sadness
찬찬하지 못하고,Sadness
찬찬한,Happiness
찬찬한 모양,Happiness
찬칭하다,Love
찬탄하고,Love
찬탄하는,Love
찬탄하는 노래,Love
찬탄하는 의미로,Love
찬탄하여,Love
찬탄한,Love
찬탄한 글,Love
찬한 사람의,Love
참거나,Sadness
참견하는,Sadness
참견하는 모양,Sadness
참견하는 짓을,Sadness
참견하다,Sadness
참견하여,Sadness
참견하여 나서다,Sadness
참고 견디다,Happiness
참기 어려울,Sadness
참다못한,Sadness
참다못해,Sadness
참다운,Love
참다운 경지,Love
참다운 지혜로,Love
참담하다,Sadness
참담한,Anger
참담한 형편이나,Anger
참답게,Love
참되고,Love
참되고 성실한,Love
참되고 순결한,Love
참되고 올바르다,Love
참되고 지극할,Love
참되고 착실하다,Love
참된,Love
참된 가르침,Love
참된 도리,Love
참된 뜻에,Love
참된 마음,Love
참된 모습을,Love
참된 인간,Love
참된 증거,Love
참된 지혜로부터,Love
참신하다,Happiness
참신한,Love
참실하다,Love
참으로,Happiness
참으로 진짜,Happiness
참을 수 없다,Sadness
참을 수가 없어서,Sadness
참을성이 없어,Sadness
참지 못하고,Sadness
참형에,Anger
참형에 처한,Anger
참혹하게,Anger
참혹하기,Anger
참혹하기 짝이 없고,Anger
참혹하다,Anger
참혹하여,Anger
참혹한,Anger
참혹한 모습이나,Anger
참혹함을,Anger
참혹함을 느끼어,Anger
참회의 공덕으로,Happiness
창녀,Anger
창렬,Sadness
창렬스러운,Sadness
창렬이네,Sadness
창백한,Sadness
창백한 얼굴을,Sadness
창의적,Happiness
창의적이다,Love
창의적인,Happiness
창조성이 없이,Sadness
창조적인,Happiness
창피,Anger
창피스럽다,Anger
창피스레,Anger
창피하게,Anger
창피하게 생각하여,Anger
창피하다,Anger
창피하여,Anger
창피한,Anger
창피한 느낌,Anger
창황하다,Anger
채신없이,Anger
채신없이 거볍게,Sadness
채신없이 행동하는,Anger
채신없이 행동하다,Anger
책망,Anger
책망하거나,Anger
책망하다,Anger
책망함,Anger
책임 죄를,Sadness
책임감,Happiness
책임감 있는,Love
책임감있는,Happiness
책임을 회피하려고,Sadness
책임지고,Happiness
처량하고,Anger
처량하고 슬프게,Anger
처량하고 슬프다,Anger
처량히,Anger
처리를 못하고,Anger
처리하기 어려움,Anger
처리하기 어려워서,Anger
처리하기 어렵다,Anger
처리하는 재주,Happiness
처리하지 못하고,Anger
처리하지 않고,Sadness
처벌을,Anger
처벌하여,Anger
처연하다,Anger
처지가 나빠지다,Anger
처지가 안되고,Anger
처지는,Sadness
처지는 모양,Sadness
처참하게,Anger
처참하다,Anger
처참히,Sadness
천박,Anger
천박하게,Anger
천박하게 까무스름하다,Anger
천박하고,Anger
천박하고 못된,Anger
천박하다,Sadness
천박한,Sadness
천사,Happiness
천식,Sadness
천식 따위로,Sadness
천진하게,Happiness
천진하게 웃는,Happiness
천천히 부자연스럽게,Sadness
천하고,Sadness
천하다,Sadness
천하의 폭군을,Sadness
천한,Sadness
천한 사람,Sadness
천한 사람을,Sadness
천한 사람이나,Anger
천한 일을,Sadness
철없는,Sadness
철없는 아이가,Sadness
철저하고,Happiness
철저하고 바르다,Happiness
철저하다,Happiness
철저하지 못하게,Anger
철저하지 못하다,Anger
철컹철컹,Sadness
청결하다,Love
청결한,Love
청정하며,Happiness
체면이 깍이는,Anger
체면이 깎이는,Anger
체면이 깎일,Anger
체하며 시치미를,Sadness
체하여,Sadness
체한 채로,Sadness
쳐들어가거나,Sadness
쳐들어오다,Sadness
쳐들어옴,Sadness
쳐부수는,Sadness
쳐부수는 일,Sadness
초라하고,Anger
초라하고 가엾게,Anger
초라하다,Anger
초라한,Anger
초라한 데가,Anger
초라한 집을,Anger
초상이,Anger
초상이 나다,Anger
초월,Happiness
초월한,Happiness
초조,Sadness
초조하고,Sadness
초조하고 불안하다,Sadness
초조하고 불안하여,Sadness
초조하고 안타깝다,Sadness
초조하다,Sadness
초조한,Sadness
초조한 모양,Sadness
초조해지고,Sadness
촌스러운,Sadness
촌스럽고,Sadness
촌스럽다,Sadness
촐랑거리며,Sadness
촐싹대다,Sadness
총명하고,Love
최고,Love
최고 품질,Love
최고급,Love
최고의,Love
최고의 경지에,Love
최고의 아름다움,Love
최상,Happiness
최상급,Love
최상의,Love
최상의 것,Love
최악,Anger
최악의,Anger
최저가,Happiness
최적의,Happiness
최적화,Happiness
최적화하다,Happiness
최절,Sadness
최좌,Anger
추궁을,Sadness
추근대다,Anger
추악해지다,Anger
추운,Sadness
추운 듯하다,Sadness
추워서,Sadness
추워서 갑자기,Sadness
추위,Sadness
추잡하다,Anger
추잡한,Anger
추잡한 데가,Anger
추저분하게,Anger
추저분하다,Anger
추저분한,Anger
추진하다,Happiness
추천하다,Happiness
추하고,Anger
추하다,Anger
축 늘어져,Sadness
축 처지거나,Sadness
축냄,Sadness
축복,Love
축복받다,Happiness
축복하다,Love
축하,Love
축하하거나,Love
축하하거나 기리는,Love
축하하거나 찬양하는,Love
축하하다,Happiness
축하함,Love
출려,Love
출세시켜,Love
출세시켜 준,Love
출세하여,Love
출혈,Sadness
출혈 때에,Sadness
출혈이 심하여,Sadness
출혈하기 쉬운,Sadness
춤을,Happiness
춤을 추다,Happiness
춥거나,Sadness
춥거나 무섭거나,Sadness
춥지 아니하고,Happiness
충격,Sadness
충격 따위가,Sadness
충격으로,Sadness
충격을,Sadness
충격을 받아,Sadness
충격을 받아서,Sadness
충격을 받았을,Sadness
충격이 커서,Sadness
충공깽,Sadness
충동적,Sadness
충분하게,Happiness
충분하고,Happiness
충분하고 넉넉하게,Happiness
충분하다,Happiness
충분하지 못하다,Anger
충분하지 아니하다,Anger
충분한 만족,Happiness
충분한 만족과,Happiness
충분해서,Happiness
충분히,Happiness
충분히 마련되다,Happiness
충분히 만족스럽다,Happiness
충분히 익히다,Happiness
충성,Happiness
충성스러운,Love
충성을,Happiness
충성을 겸손하게,Happiness
충성이라는,Happiness
충성이라는 뜻으로,Happiness
충성하다,Happiness
충실하지 않고,Anger
충족되어,Love
충치가,Sadness
충치가 되는,Sadness
취약하다,Anger
취약한,Anger
취존,Happiness
취직하다,Love
취향을 저격하다,Happiness
측은,Happiness
측은스럽다,Anger
측은지심,Anger
측은하다,Anger
치료가 잘못되었을,Sadness
치료하는,Happiness
치료하다,Happiness
치매가,Sadness
치미는 모양,Sadness
치밀어,Sadness
치밀어 오르는,Sadness
치밀어 오르다,Sadness
치밀하지 못하여,Anger
치사하고,Anger
치사하고 더러워,Anger
치사하여,Anger
치욕,Anger
치욕스럽다,Anger
치우치게,Sadness
치우치게 사랑함,Sadness
치우침이 없음,Happiness
치우침이 없이,Happiness
치우침지 아니하다,Happiness
치적이 좋지 못한,Sadness
치통,Sadness
칙칙하다,Sadness
칙칙한,Sadness
칙칙함,Sadness
친구,Happiness
친근하고,Love
친근하고 존경스럽거나,Love
친근하다,Love
친밀하게,Love
친밀하게 여기거나,Love
친밀하게 지내는,Love
친밀하게 하다,Love
친밀하다,Happiness
친밀한,Love
친밀한 관계를,Happiness
친밀한 사이를,Love
친밀함,Love
친밀히,Love
친밀히 사랑하다,Love
친밀히 사랑함,Love
친숙해지다,Happiness
친애,Love
친애롭다,Love
친애하다,Love
친절,Love
친절하게,Love
친절하다,Love
친절한,Love
친절한 마음씨,Love
친하게,Love
친하게 지내는,Love
친하게 지내다,Love
친하다,Love
친하지 아니하여,Sadness
친한,Love
친한 사람,Love
친한 체하면서,Sadness
친화적인,Love
칠칠하지 못하다,Sadness
칠칠한,Love
침울하고,Anger
침울하고 무겁다,Anger
침을 뱉듯이,Sadness
침을 뱉어,Sadness
침착하지 못하거나,Sadness
침착하지 못하게,Sadness
침착하지 못하고,Sadness
침착하지 못하여,Sadness
침체되다,Sadness
침침하다,Sadness
침침한,Sadness
침침한 모양,Sadness
침침해지다,Sadness
침해당거나,Sadness
침해당한,Sadness
침해당한 사람이,Sadness
침해당할,Sadness
침해당할 염려가,Sadness
침해한,Sadness
칭미하다,Happiness
칭송하는,Love
칭송하는 말,Love
칭송할,Love
칭송할 때,Love
칭송함,Love
칭양하다,Love
칭예하다,Love
칭찬,Love
칭찬받다,Love
칭찬을,Love
칭찬을 받을,Love
칭찬하고,Love
칭찬하는,Happiness
칭찬하는 말,Happiness
칭찬하다,Love
칭찬하여,Love
칭찬하여 말하다,Love
칭찬하여 말함,Happiness
칭찬할 만한,Love
칭찬함,Love
칭찬해,Happiness
칭찬해 줄,Happiness
ㅋㄷ,Happiness
칼빵,Anger
캄캄한,Sadness
캄캄한 방에서,Sadness
캐리,Happiness
캣맘,Happiness
컴컴하다,Sadness
컹스,Sadness
케미,Happiness
코를 골다,Sadness
코에 종기가,Sadness
코와이네,Sadness
콜록콜록하는,Sadness
쾌감,Happiness
쾌조,Happiness
쾌활하게,Happiness
쾌활하게 웃다,Happiness
쾌활하다,Love
쾌활한,Love
쿨룩대다,Sadness
쿨룽대다,Sadness
크거나 무겁거나,Sadness
크게 감동이,Love
크게 감동하는,Love
크게 감동하다,Love
크게 감동함,Love
크게 감탄할,Love
크게 노함,Anger
크게 실망하다,Anger
크게 실망함,Anger
크게 우는,Anger
크게 움츠러드는,Sadness
크게 웃는,Love
크게 위태로움을,Anger
크게 칭찬하여,Love
크게 칭찬함,Love
크고 너그럽다,Love
크고 아름답다,Love
크고 웅장한,Happiness
크고 튼튼하여,Happiness
크고 힘차게,Happiness
크고 힘차다,Happiness
크다,Happiness
큰 결함,Anger
큰 공덕이,Love
큰 덕,Love
큰 불행을,Anger
큰 성과가,Love
큰 수익을,Love
큰 재주,Love
큰 칭찬,Love
큰 타격을,Anger
클라스,Happiness
키가 커서,Happiness
킹왕짱,Love
타격을,Anger
타격을 받아,Anger
타격을 입어,Anger
타당하다,Happiness
타당한,Happiness
타들어,Sadness
타들어 가는,Sadness
타륵,Happiness
타분하다,Anger
타협점을 찾아,Happiness
탁 트여,Happiness
탁 트이고,Happiness
탁 트이다,Happiness
탁월하다,Love
탁월한,Happiness
탁하다,Anger
탄력 있게,Happiness
탄력 있고,Happiness
탄력이,Happiness
탄력이 있게,Happiness
탄력이 있는,Happiness
탄력이 있다,Happiness
탄력이 있으며,Happiness
탄복하다,Love
탄복할,Love
탄복할 만하다,Love
탄복함,Love
탄식,Anger
탄식 따위를,Anger
탄식하다,Anger
탄식하여,Anger
탄식할,Anger
탄식할 만하게,Anger
탄식할 만한,Anger
탄식함,Anger
탄탄하다,Happiness
탈,Sadness
탈 따위가,Sadness
탈 없이,Happiness
탈영,Sadness
탈음증,Sadness
탈이,Sadness
탈이 나서,Sadness
탈이 생겨서,Sadness
탈이 생기다,Sadness
탈이 없다,Neutral
탈이 없이,Happiness
탈진,Sadness
탈진하다,Sadness
탐관오리가,Sadness
탐내거나,Sadness
탐내는,Neutral
탐내는 마음으로,Sadness
탐내어,Sadness
탐내어 가지려고,Sadness
탐묵,Sadness
탐묵하다,Sadness
탐스러운,Love
탐스러운 데가,Love
탐스러운 모양,Love
탐스러울,Love
탐스러울 정도로,Love
탐스럽게,Love
탐스럽게 웃다,Love
탐스럽게 쥐거나,Love
탐스럽게 피어나는,Love
탐스럽고 귀엽게,Love
탐스럽고 복스러운,Love
탐스럽다,Love
탐욕스러운,Anger
탐욕스러운 사람을,Anger
탐욕스러워진다는,Sadness
탐욕이,Anger
탐욕이 많아서,Anger
탐탁지 아니하게,Anger
탐탁하지 아니하고,Anger
탐하는,Sadness
탐하는 마음,Sadness
탐하는 마음을,Sadness
탐하는 일,Sadness
탐하는 짓,Sadness
탐하다,Sadness
탐하여,Sadness
탓하거나,Sadness
탓하거나 불평을,Anger
탓하다,Sadness
탕진잼,Sadness
탕평,Happiness
탕평하다,Happiness
태도가 거만하고,Sadness
태도가 괴상하고,Sadness
태도가 떳떳하다,Happiness
태도가 부드럽고,Happiness
태도가 상냥하고,Happiness
태도가 의젓하고,Happiness
태도나 버릇,Sadness
태도를 본받아,Happiness
태업,Sadness
태우다,Sadness
태우며 조급하게,Sadness
태움,Sadness
태평하게,Happiness
태평하게 사는,Happiness
태평한,Happiness
태평한 세상,Happiness
터무니없거나,Anger
터무니없거나 어처구니없다고,Anger
터무니없는,Anger
터무니없는 고집을,Anger
터무니없이,Anger
터무니없이 없어지거나,Sadness
텁텁하게,Sadness
텁텁하다,Sadness
텁텁하여,Sadness
텁텁한,Sadness
텁텁한 모양,Sadness
토끼다,Sadness
토달거리는,Sadness
토달거리는 모양,Sadness
토달거리다,Sadness
토라져,Sadness
토라져 있다,Sadness
토라져서,Sadness
토라지는,Sadness
토라지는 사람을,Sadness
토라지다,Sadness
토역질하다,Sadness
토하고,Sadness
토하고 싶은,Sadness
토하는,Sadness
토하는 증상,Sadness
토하는 증세,Sadness
토하다,Sadness
토하려고,Sadness
토하려고 하다,Sadness
토할,Sadness
토할 것,Sadness
토할 듯한,Sadness
토할 때,Sadness
톨톨대다,Anger
통과되다,Happiness
통달하고,Happiness
통달하는,Happiness
통달하는 일,Happiness
통달하여,Happiness
통달한,Happiness
통원하다,Sadness
통증,Sadness
통증을,Sadness
통증을 느끼는,Sadness
통쾌,Love
통쾌감,Happiness
통쾌하다,Love
통탄하다,Anger
통하다,Happiness
통하지 못하게,Sadness
통하지 못하여,Sadness
통하지 못한,Sadness
통하지 아니하다,Sadness
통하지 않고,Sadness
투덜거리는,Sadness
투덜거리는 모양,Sadness
투덜거리다,Sadness
투덜대는,Sadness
투덜대는 모양,Sadness
투덜대다,Sadness
투박하다,Sadness
투박한,Sadness
투박한 모양,Sadness
퉁명스러운,Anger
퉁명스러운 데가,Anger
퉁퉁하게,Sadness
퉁퉁하게 살이,Sadness
퉁퉁하다,Sadness
트렌디하다,Happiness
트롤,Sadness
트인 맛이,Happiness
트집 잡다,Sadness
트집을,Sadness
트집을 잡다,Sadness
트집을 잡아,Sadness
트집을 잡으며,Sadness
트집을 잡히어,Sadness
트집이나,Sadness
특권,Love
특별하다,Happiness
특별하지 아니하다,Sadness
특별한,Happiness
특별한 마음가짐이나,Happiness
특별한 사랑과,Happiness
특별히 뛰어나다,Happiness
특이하다,Happiness
특이하여 우습게,Sadness
특이하여 우습다,Sadness
특출하게,Happiness
특출하게 뛰어나다,Happiness
튼튼하게,Happiness
튼튼하게 지탱하다,Happiness
튼튼하게 하다,Happiness
튼튼하다,Happiness
튼튼하여,Happiness
튼튼하지 못하고,Sadness
튼튼하지 못하다,Sadness
튼튼하지 못하여,Sadness
튼튼히,Happiness
틀딱,Sadness
틀딱충,Sadness
틀리거나,Sadness
틀리거나 그릇되게,Anger
틀리다,Sadness
틀린,Sadness
틀림이 없이,Happiness
틀어지게 하다,Sadness
틀어지다,Sadness
틀어진,Sadness
틀어진 마음으로,Sadness
티 없이,Happiness
티가 없다,Happiness
티격태격하는,Sadness
티격태격하는 것을,Sadness
파괴,Anger
파괴 행위,Anger
파괴되어,Sadness
파괴되어 멸망되다,Sadness
파괴되어 멸망함,Sadness
파괴와,Sadness
파괴하다,Sadness
파괴하여,Sadness
파괴하여 멸망시키다,Sadness
파오후,Sadness
파오후 쿰척쿰척,Sadness
파울,Anger
파출하다,Sadness
판단력을 잃다,Sadness
판단이 정확하고,Happiness
판단하여 수긍하다,Happiness
판단하지 못하는,Sadness
팔다리가 붓고,Sadness
팔다리가 쑤시고,Sadness
팔자 사나운,Anger
팔팔 뛰는,Sadness
팔팔 뛰다,Sadness
팔팔하다,Happiness
팔한 지옥의,Sadness
패가망신한다는,Sadness
패배,Sadness
패배 따위의,Sadness
패배를 거듭한다는,Sadness
패배하다,Anger
패하고,Sadness
패하고 난,Sadness
패하다,Sadness
팽개치다,Sadness
퍼져서 흥하다,Happiness
퍽 옹골차고,Happiness
펄펄 뛰는,Sadness
페널티,Anger
펴지 못하거나,Sadness
펴지 못하게,Sadness
펴지 못하는,Sadness
펴지 못하다,Sadness
펴지 못함,Sadness
펴지지 못하고,Sadness
편견,Anger
편두통,Anger
편리,Love
편리성,Love
편리하게,Happiness
편리하게 이용할,Happiness
편리하고,Love
편리하다,Love
편리하지 않은,Anger
편안,Love
편안하게,Love
편안하게 다스림,Love
편안하고,Love
편안하고 고요하게,Love
편안하고 고요함,Love
편안하고 조용한,Love
편안하고 한가하게,Love
편안하다,Love
편안하지 못하다,Anger
편안하지 못하여,Sadness
편안하지 아니하게,Anger
편안하지 아니하다,Anger
편안하지 아니하여서,Sadness
편안하지 아니함,Anger
편안하지 않다는,Anger
편안한,Love
편안한 느낌,Love
편안한 느낌이,Love
편안한 삶을,Love
편안한 세월,Happiness
편안히,Love
편안히 잔다는,Love
편안히 지냄을,Love
편안히 하다,Love
편애,Sadness
편애하다,Sadness
편치 못하고,Anger
편하게,Love
편하게 되다,Love
편하게 하다,Love
편하고,Love
편하고 순조롭게,Love
편하고 이로우며,Love
편하다,Love
편하지 못하다,Anger
편하지 못한,Anger
편하지 아니하고,Anger
편하지 아니하다,Anger
편하지 아니함,Anger
편하지 않고,Anger
편하지 않은,Anger
편하지 않음,Anger
편한,Love
편한 마음으로,Love
편히,Love
편히 가지다,Love
편히 가짐,Love
평등하다,Happiness
평등하다는,Happiness
평등한,Happiness
평등한 천성,Happiness
평등함을,Happiness
평안하다,Love
평안하여,Love
평안한,Love
평안한 마음으로,Love
평안함,Love
평안히,Love
평안히 지내다,Love
평안히 지냄,Love
평온,Love
평온무사,Love
평온무사하다,Love
평온하다,Love
평온하지 못하고,Anger
평온히,Love
평탄하다,Love
평화로운,Love
평화로운 상태가,Love
평화로움,Love
평화롭게,Love
평화롭게 지내자고,Love
평화롭다,Love
평화를,Happiness
평화를 주장하는,Happiness
폐가 상하여,Anger
폐결핵,Anger
폐렴,Anger
폐를 끼쳐서,Anger
폐를 끼쳤을,Anger
포괄적인 경험,Happiness
포근하게,Happiness
